DrugBank ID,Name,CAS Number,Drug Groups,ori_SMILES,SMILES
DB02548,D-glucitol 6-phosphate,20479-58-7,experimental,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,O=P(O)(O)OCC(O)C(O)C(O)C(O)CO
DB02549,3'-O-Acetylthymidine-5'-diphosphate,,experimental,[H]N1C(=O)N(C=C(C)C1=O)[C@H]1C[C@H](OC(C)=O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1,CC(=O)OC1CC(n2cc(C)c(=O)[nH]c2=O)OC1COP(=O)(O)OP(=O)(O)O
DB02550,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",,experimental,COC1=C(OC)C(OC)=C(Cl)C(CC2=NC3=C(N)N=C(F)N=C3N2CCCC#C)=C1,C#CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2Cl)nc2c(N)nc(F)nc21
DB02551,"6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",,experimental,[H][C@]1(CC)CNCC2=C1C=C(NC(=O)C1=CC=C3C=C(C=CC3=C1)C(N)=N)C=C2,CCC1CNCc2ccc(NC(=O)c3ccc4cc(C(=N)N)ccc4c3)cc21
DB02552,Geranyl Diphosphate,,experimental,CC(C)=CCC\C(C)=C\CO[P@@](=O)(O)OP(=O)(O)O,CC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O
DB02554,UDP-6-sulfoquinovose,,experimental,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@H](CS(O)(=O)=O)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CS(=O)(=O)O)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1
DB02555,SP4160,,experimental,CC(C)C[C@@H](N=C(N)N)C(=O)NCC(=O)N1CCC(CC1)C1=CC(=NN1C)C1=C(Cl)C(Cl)=C(OCC2=CC=C(NC(C)=O)C=C2)C=C1,CC(=O)Nc1ccc(COc2ccc(-c3cc(C4CCN(C(=O)CNC(=O)C(CC(C)C)N=C(N)N)CC4)n(C)n3)c(Cl)c2Cl)cc1
DB02557,Phosphoramidon,36357-77-4,experimental,CC(C)C[C@H](NP(O)(=O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O,CC(C)CC(NP(=O)(O)OC1OC(C)C(O)C(O)C1O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O
DB02558,N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine,,experimental,[H][C@@](C)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)[C@]([H])(S)CC1=CC=CC=C1)C(O)=O,CC(NC(=O)C(Cc1ccccc1)NC(=O)C(S)Cc1ccccc1)C(=O)O
DB02559,"6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine",,experimental,[H][C@@]12CCN(C[C@@]3([H])CC[C@]4([H])N[C@@]([H])(N)N[C@@]([H])(N)[C@]4([H])C3)[C@@]1([H])CCCC2,NC1NC(N)C2CC(CN3CCC4CCCCC43)CCC2N1
DB02560,[(1S)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,,experimental,CC(=O)N[C@H](CC1=CC=C(Cl)C=C1)[B-](O)(O)OC[C@H](N)C(O)=O,CC(=O)NC(Cc1ccc(Cl)cc1)[B-](O)(O)OCC(N)C(=O)O
DB02561,Beta-D-Fructopyranose,7660-25-5,experimental,OC[C@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,OCC1(O)OCC(O)C(O)C1O
DB02562,"Quinonoid 7,8-Tetrahydrobiopterin",79647-29-3,experimental,[H][C@@]1(CN=C2NC(N)=NC(=O)C2=N1)[C@@H](O)[C@H](C)O,CC(O)C(O)C1CN=c2[nH]c(N)nc(=O)c2=N1
DB02565,4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide,251456-60-7,experimental,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1
DB02566,8-Hydroxy-4-(1-Hydroxyethyl)Quinoline-2-Carboxylic Acid,,experimental,[H][C@@](C)(O)C1=CC(=NC2=C1C=CC[C@]2([H])O)C(O)=O,CC(O)c1cc(C(=O)O)nc2c1C=CCC2O
DB02567,PD173955,,experimental,CSC1=CC=CC(NC2=NC=C3C=C(C(=O)N(C)C3=N2)C2=C(Cl)C=CC=C2Cl)=C1,CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1
DB02568,Peldesine,133432-71-0,investigational,NC1=NC(=O)C2=C(N1)C(CC1=CN=CC=C1)=CN2,Nc1nc(=O)c2[nH]cc(Cc3cccnc3)c2[nH]1
DB02569,"2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate",,experimental,CC1=CN([C@@H]2O[C@H](CO[P@@](O)(=O)OP(O)(O)=O)C=C2)C(=O)NC1=O,Cc1cn(C2C=CC(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O
DB02570,PD150606,,experimental,[H][C@](S)(CC1=CC=C(I)C=C1)C(O)=O,O=C(O)C(S)Cc1ccc(I)cc1
DB02571,Allysine,6665-12-9,experimental,[H]C(=O)CCC[C@H](N)C(O)=O,NC(CCCC=O)C(=O)O
DB02573,"2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate",,experimental,[H]N([H])C1=NC(=O)N(C=C1)[C@H]1C[C@H](OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)N2C=NC3=C(N=CN=C23)N([H])[H])[C@@H](CO)O1,Nc1ccn(C2CC(OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)CC3O)C(CO)O2)c(=O)n1
DB02576,F-Loop of Vitamin B12,78-96-6,experimental,C[C@H](O)C[NH3+],CC(O)C[NH3+]
DB02578,N-[(6S)-6-Carboxy-6-(glycylamino)hexanoyl]-D-alanyl-D-alanine,,experimental,[H]N([H])CC(=O)N([H])[C@@H](CCCCC(=O)N([H])[C@H](C)C(=O)N([H])[C@H](C)C(O)=O)C(O)=O,CC(NC(=O)C(C)NC(=O)CCCCC(NC(=O)CN)C(=O)O)C(=O)O
DB02579,Acrylic Acid,79-10-7,experimental,OC(=O)C=C,C=CC(=O)O
DB02580,Pentaglyme,1191-87-3,experimental,COCCOCCOCCOCCOCCOC,COCCOCCOCCOCCOCCOC
DB02581,"N(2)-carbamimidoyl-N-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1H-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-D-leucinamide",,experimental,CC(C)C[C@@H](NC(N)=N)C(=O)NCC(=O)N1CCC(CC1)C1=CC(=NN1C)C1=CC=C(OCC2=CC=C(O2)C(O)=O)C(Cl)=C1Cl,CC(C)CC(NC(=N)N)C(=O)NCC(=O)N1CCC(c2cc(-c3ccc(OCc4ccc(C(=O)O)o4)c(Cl)c3Cl)nn2C)CC1
DB02582,(6Z)-6-{[(1Z)-1-{[(1R)-1-Carboxy-2-methyl-2-propen-1-yl]imino}-1-hydroxy-3-sulfanyl-2-propanyl]imino}-6-hydroxynorleucine,,experimental,[H][C@@](N=C(O)C(CS)N=C(O)CCCC(N)C(O)=O)(C(C)=C)C(O)=O,C=C(C)C(N=C(O)C(CS)N=C(O)CCCC(N)C(=O)O)C(=O)O
DB02583,"N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine",175354-76-4,experimental,COC1=CC(CN(C)C2=CC3=C(N=C2)N=C(N)N=C3N)=C(OC)C=C1,COc1ccc(OC)c(CN(C)c2cnc3nc(N)nc(N)c3c2)c1
DB02585,4-(Hydroxymethyl)Benzamidine,,experimental,NC(=N)C1=CC=C(CO)C=C1,N=C(N)c1ccc(CO)cc1
DB02586,"4,7-Dimethyl-[1,10]Phenanthroline",3248-05-3,experimental,CC1=CC=NC2=C3N=CC=C(C)C3=CC=C12,Cc1ccnc2c1ccc1c(C)ccnc12
DB02587,Colforsin,66575-29-9,experimental; investigational,[H][C@]1(O)CCC(C)(C)[C@]2([H])[C@]([H])(O)[C@]([H])(OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]12C)C=C,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C
DB02588,"(2R)-2-[(1R)-1-{[(2S)-2-Carboxy-2-(4-hydroxyphenyl)acetyl]amino}-1-methoxy-2-oxoethyl]-5-methylene-5,6-dihydro-2H-1,3-oxazine-4-carboxylic acid",,experimental,COC(NC(=O)[C@@H](C(O)=O)C1=CC=C(O)C=C1)(C=O)[C@H]1OCC(=C)C(=N1)C(O)=O,C=C1COC(C(C=O)(NC(=O)C(C(=O)O)c2ccc(O)cc2)OC)N=C1C(=O)O
DB02590,Abequose,56816-60-5,experimental,[H][C@@]1(O)C[C@@]([H])(O)[C@@]([H])(O)O[C@]1([H])C,CC1OC(O)C(O)CC1O
DB02591,"5,6-Dimethylbenzimidazole",582-60-5,experimental,CC1=CC2=C(C=C1C)N=CN2,Cc1cc2nc[nH]c2cc1C
DB02592,Carbaphosphonate,,experimental,[H][C@@]1(O)C[C@@](O)(C[C@]([H])(CP(O)(O)=O)[C@@]1([H])O)C(O)=O,O=C(O)C1(O)CC(O)C(O)C(CP(=O)(O)O)C1
DB02593,"7,8-Dihydroxy-1-Methoxy-3-Methyl-10-Oxo-4,10-Dihydro-1h,3h-Pyrano[4,3-B]Chromene-9-Carboxylic Acid",,experimental,[H][C@]1(C)CC2=C(C(=O)C3=C(O2)C=C(O)C(O)=C3C(O)=O)[C@]([H])(OC)O1,COC1OC(C)Cc2oc3cc(O)c(O)c(C(=O)O)c3c(=O)c21
DB02594,2'-Deoxycytidine,951-77-9,experimental; investigational,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1,Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1
DB02595,"(2R,3S,5S)-2-(Hydroxymethyl)-5-[(2-sulfoethyl)carbamoyl]-3-pyrrolidiniumyl 2-acetamido-2-deoxy-4-O-sulfo-beta-D-glucopyranoside",92953-54-3,experimental,[H]N(CCS(O)(=O)=O)C(=O)[C@@H]1C[C@H](O[C@@H]2O[C@H](CO)[C@@H](OS(O)(=O)=O)[C@H](O)[C@H]2N([H])C(C)=O)[C@@H](CO)[N+]1([H])[H],CC(=O)NC1C(OC2CC(C(=O)NCCS(=O)(=O)O)[NH2+]C2CO)OC(CO)C(OS(=O)(=O)O)C1O
DB02596,"alpha,beta-Methyleneadenosine 5'-triphosphate",7292-42-4,experimental,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)CP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)CP(=O)(O)OP(=O)(O)O)C(O)C1O
DB02597,"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",,experimental,[H][C@@](C)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)[C@@]([H])(S)CCCCC)C(O)=O,CCCCCC(S)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)O
DB02598,"N-Alpha-Acetyl-3,5-Diiodotyrosylglycine",,experimental,CC(=O)N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(=O)NCC(O)=O,CC(=O)NC(Cc1cc(I)c(O)c(I)c1)C(=O)NCC(=O)O
DB02599,"2,6-Diamino-8-Propylsulfanylmethyl-3h-Quinazoline-4-One",,experimental,CCCSCC1=CC(N)=CC2=C1N=C(N)NC2=O,CCCSCc1cc(N)cc2c(=O)[nH]c(N)nc12
DB02600,Oseltamivir acid,187227-45-8,experimental,CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O,CCC(CC)OC1C=C(C(=O)O)CC(N)C1NC(C)=O
DB02601,4-Hydroxyphenylglycine,37784-25-1,experimental,NC(C(O)=O)C1=CC=C(O)C=C1,NC(C(=O)O)c1ccc(O)cc1
DB02602,AL7182,,experimental,COC1=CC(=CC=C1)N1CCC2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O,COc1cccc(N2CCc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1
DB02603,1-Amino-6-Cyclohex-3-Enylmethyloxypurine,,experimental,NC1=NC(OCC2CCCCC2)=C2N=CNC2=C1,Nc1cc2[nH]cnc2c(OCC2CCCCC2)n1
DB02604,2-Deoxy-Glucose-6-Phosphate,,experimental,O[C@H]1C[C@@H](O)[C@H](O)[C@@H](COP(O)(O)=O)O1,O=P(O)(O)OCC1OC(O)CC(O)C1O
DB02606,2-Butanol,78-92-2,experimental; investigational,CC[C@@H](C)O,CCC(C)O
DB02607,Adenosine Phosphonoacetic Acid,,experimental,[H][C@]1(COC(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,Nc1ncnc2c1ncn2C1OC(COC(=O)CP(=O)(O)O)C(O)C1O
DB02608,"N-[(1R,2R)-1,3-Dihydroxy-1-(4-nitrophenyl)-2-propanyl]acetamide",4423-58-9,experimental,[H]N([C@H](CO)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O)C(C)=O,CC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1
DB02609,4-Hydroxy-L-Threonine-5-Monophosphate,,experimental,N[C@@H]([C@H](O)COP(O)(O)=O)C(O)=O,NC(C(=O)O)C(O)COP(=O)(O)O
DB02610,"N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide",,experimental,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C(F)=C(F)C(F)=C1F,NS(=O)(=O)c1ccc(C(=O)NCc2c(F)c(F)c(F)c(F)c2F)cc1
DB02611,Balanol Analog 1,,experimental,[H][C@]1(CNCCC[C@@]1([H])OC(=O)C1=CC=C(O)C=C1)NC(=O)C1=CC=C(O)C=C1,O=C(NC1CNCCCC1OC(=O)c1ccc(O)cc1)c1ccc(O)cc1
DB02613,Capric dimethyl amine oxide,2605-79-0,experimental,CCCCCCCCCC[N+](C)(C)[O-],CCCCCCCCCC[N+](C)(C)[O-]
DB02614,1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid,,experimental,[H][C@@](CC1=CC=CC(=C1)C(O)=O)(NC(C)=O)B(O)O,CC(=O)NC(Cc1cccc(C(=O)O)c1)B(O)O
DB02615,Compound 19,,experimental,[H][C@@](C)(COC1=CC=C(C=C1)[C@]1([H])OC2=C(S[C@]1([H])C1=CC=C(O)C=C1)C=C(O)C=C2)N1CCCC1,CC(COc1ccc(C2Oc3ccc(O)cc3SC2c2ccc(O)cc2)cc1)N1CCCC1
DB02616,FR117016,,experimental,NC(N)=NC1=NC(=CS1)C1=CC=C(CNC2=NC3=C(N2)C=CC=C3)S1,NC(N)=Nc1nc(-c2ccc(CNc3nc4ccccc4[nH]3)s2)cs1
DB02617,"1-(N-Imidazolyl)-2-Hydroxy-2-(2,3-Dichlorophenyl)Octane",,experimental,CCCCCC[C@](O)(CN1C=CN=C1)C1=CC=C(Cl)C=C1Cl,CCCCCCC(O)(Cn1ccnc1)c1ccc(Cl)cc1Cl
DB02618,Ethyl Dimethyl Ammonio Propane Sulfonate,,experimental,CC[N+](C)(C)CCCS([O-])(=O)=O,CC[N+](C)(C)CCCS(=O)(=O)[O-]
DB02619,12-Bromo-1-dodecanol,3344-77-2,experimental,[H]OCCCCCCCCCCCCBr,OCCCCCCCCCCCCBr
DB02620,3-(4-{2-[2-(2-bromo-acetylamino)-ethyldisulfanyl]-ethylcarbamoyl}-cyclohexylcarbamoyl)-pyrazine-2-carboxylic acid,,experimental,CC(=O)NCCSSCCNC(=O)C1CCC(CC1)NC(=O)C1=NC=CN=C1C(O)=O,CC(=O)NCCSSCCNC(=O)C1CCC(NC(=O)c2nccnc2C(=O)O)CC1
DB02621,Latrunculin A,76343-93-6,experimental,[H][C@]1(CSC(=O)N1)[C@@]1(O)C[C@H]2C[C@@H](CC[C@H](C)\C=C/C=C/CC\C(C)=C/C(=O)O2)O1,CC1=CC(=O)OC2CC(CCC(C)C=CC=CCC1)OC(O)(C1CSC(=O)N1)C2
DB02622,2-(Oxalyl-Amino)-Benzoic Acid,,experimental,OC(=O)C(=O)NC1=C(C=CC=C1)C(O)=O,O=C(O)C(=O)Nc1ccccc1C(=O)O
DB02623,Aminophosphonic acid-guanylate ester,,experimental,[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)N([H])[H])[C@@H](O)[C@H]1O,Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)OP(N)(=O)O)C(O)C3O)c2[nH]1
DB02624,Homoserine Lactone,1192-20-7,experimental,N[C@@H]1CCOC1=O,NC1CCOC1=O
DB02625,(2r)-2-{[Formyl(Hydroxy)Amino]Methyl}Hexanoic Acid,,experimental,[H][C@@](CCCC)(CN(O)C=O)C(O)=O,CCCCC(CN(O)C=O)C(=O)O
DB02627,"4,4'-Biphenyldiboronic Acid",,experimental,OB(O)C1=CC=C(C=C1)C1=CC=C(C=C1)B(O)O,OB(O)c1ccc(-c2ccc(B(O)O)cc2)cc1
DB02628,"1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide",,experimental,[H][C@@](C)(NC)C(=O)N[C@]([H])(C(=O)N1CCC[C@@]1([H])C(=O)N[C@]1([H])CCCC2=C1C=CC=C2)C(C)(C)C,CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC1CCCc2ccccc21)C(C)(C)C
DB02629,"N,N-[2,5-O-di-2-fluoro-benzyl-glucaryl]-di-[1-amino-indan-2-ol]",,experimental,O[C@H]([C@@H](O)[C@@H](OCC1=C(F)C=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12)[C@@H](OCC1=CC=CC=C1F)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2,O=C(NC1c2ccccc2CC1O)C(OCc1ccccc1F)C(O)C(O)C(OCc1ccccc1F)C(=O)NC1c2ccccc2CC1O
DB02630,L-xylitol 5-phosphate,64913-51-5,experimental,OC[C@@H](O)[C@H](O)[C@@H](O)COP(O)(O)=O,O=P(O)(O)OCC(O)C(O)C(O)CO
DB02632,4-nitrophenyl-beta-D-galactoside,3150-24-1,experimental,OC[C@H]1O[C@@H](OC2=CC=C(C=C2)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@H]1O,O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1
DB02635,N-[O-Phosphono-Pyridoxyl]-Isoleucine,,experimental,[H][C@](C)(CC)[C@@]([H])(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O,CCC(C)C(NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O
DB02636,"9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid",,experimental,COC1=C(O)C=CC2=C1C=C(C1=C2C2=C(OCO2)C=C1C(O)=O)[N+]([O-])=O,COc1c(O)ccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3
DB02637,Oxaloacetate Ion,,experimental,OC(=O)C(=O)CC([O-])=O,O=C([O-])CC(=O)C(=O)O
DB02639,7-(alpha-D-Glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one,17833-43-1,experimental,CC1=CC(=O)OC2=C1C=CC(O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=C2,Cc1cc(=O)oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc12
DB02640,Fumagillin,23110-15-8,experimental,CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C\C(O)=O,COC1C(OC(=O)C=CC=CC=CC=CC(=O)O)CCC2(CO2)C1C1(C)OC1CC=C(C)C
DB02641,Heptanamide,628-62-6,experimental,CCCCCCC(N)=O,CCCCCCC(N)=O
DB02642,[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate,,experimental,OP(O)(=O)CNC(=O)OCC1=CC=CC=C1,O=C(NCP(=O)(O)O)OCc1ccccc1
DB02643,"N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate",,experimental,CCCCCCCCCCCC[N+](C)(C)CCCS(O)(=O)=O,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)O
DB02644,N-omega-propyl-L-arginine,,experimental,[H]N([H])[C@@H](CCCN([H])C(\N([H])[H])=[N+](/[H])CCC)C(O)=O,CCC[NH+]=C(N)NCCCC(N)C(=O)O
DB02645,"3,4-Epoxybutyl-Alpha-D-Glucopyranoside",,experimental,[H][C@]1(CCO[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)CO1,OCC1OC(OCCC2CO2)C(O)C(O)C1O
DB02646,Nitrosoethane,925-91-7,experimental,CCN=O,CCN=O
DB02647,N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide,,experimental,O=C(NC1=CC(=NN1)C1CC1)C1=CC=CC=C1,O=C(Nc1cc(C2CC2)n[nH]1)c1ccccc1
DB02648,(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium,461-06-3,experimental,C[N+](C)(C)C[C@H](O)CC(O)=O,C[N+](C)(C)CC(O)CC(=O)O
DB02649,3-Amino-3-Oxopropanoic Acid,2345-56-4,experimental,NC(=O)CC(O)=O,NC(=O)CC(=O)O
DB02650,Trichloroacetaldehyde,75-87-6,experimental,[H]C(=O)C(Cl)(Cl)Cl,O=CC(Cl)(Cl)Cl
DB02651,"{[2-(1h-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid)",,experimental,OP(O)(=O)C(F)(F)C1=CC=C(CC(CC2=CC=C(C=C2)C(F)(F)P(O)(O)=O)(N2N=NC3=C2C=CC=C3)C2=CC=C(F)C(F)=C2)C=C1,O=P(O)(O)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(c2ccc(F)c(F)c2)n2nnc3ccccc32)cc1
DB02652,L-[(N-Hydroxyamino)Carbonyl]Phenylalanine,,experimental,[H]N(O)C(=O)N([H])[C@@H](CC1=CC=CC=C1)C(O)=O,O=C(NO)NC(Cc1ccccc1)C(=O)O
DB02656,LY-294002,154447-36-6,experimental,O=C1C=C(OC2=C1C=CC=C2C1=CC=CC=C1)N1CCOCC1,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12
DB02657,Glucosamine 6-Phosphate,3616-42-0,experimental,N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,NC1C(O)OC(COP(=O)(O)O)C(O)C1O
DB02658,"2,4-Dinitrophenyl 2-Deoxy-2-Fluoro-Beta-D-Allopyranoside",,experimental,[H][C@]1(CO)O[C@@]([H])(OC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)[C@]([H])(F)[C@@]([H])(O)[C@]1([H])O,O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C(O)C2F)c([N+](=O)[O-])c1
DB02659,Cholic Acid,81-25-4,approved,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
DB02660,Filaminast,141184-34-1,experimental,COC1=CC=C(C=C1OC1CCCC1)C(\C)=N\OC(N)=O,COc1ccc(C(C)=NOC(N)=O)cc1OC1CCCC1
DB02662,Novo Nordisk a/S Compound,,experimental,OC(=O)C(=O)NC1=C(C=C(I)C=C1)C(O)=O,O=C(O)C(=O)Nc1ccc(I)cc1C(=O)O
DB02663,2-Amino-4-(Hydroxymethyl-Phosphinyl)Butanoic Acid,51276-47-2,experimental,C[P@@](O)(=O)CC[C@@H](N)C(O)=O,CP(=O)(O)CCC(N)C(=O)O
DB02664,1-Butane Boronic Acid,,experimental,CCCCB(O)O,CCCCB(O)O
DB02665,"(1R,2S)-2-Phenylcyclopropanaminium",1986-47-6,experimental,[NH3+][C@@H]1C[C@H]1C1=CC=CC=C1,[NH3+]C1CC1c1ccccc1
DB02666,(C8-R)-hydantocidin 5'-phosphate,,experimental,[H]N1C(=O)N(CCC[C@@H](N(O)CO)C(O)=O)C(=O)[C@]11O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,O=C(O)C(CCCN1C(=O)NC2(OC(COP(=O)(O)O)C(O)C2O)C1=O)N(O)CO
DB02668,JE-2147,186538-00-1,experimental,CC1=CC=CC=C1CNC(=O)[C@H]1N(CSC1(C)C)C(=O)[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CC=CC(O)=C1C,Cc1ccccc1CNC(=O)C1N(C(=O)C(O)C(Cc2ccccc2)NC(=O)c2cccc(O)c2C)CSC1(C)C
DB02669,RB106,,experimental,[H][C@](S)(CC1=CC=CC=C1)C(=O)NCC(=O)N1[C@@]([H])(CC[C@]1([H])C1=CC=CC=C1)C(O)=O,O=C(NCC(=O)N1C(C(=O)O)CCC1c1ccccc1)C(S)Cc1ccccc1
DB02670,4-Deoxy-Alpha-D-Glucose,,experimental,[H][C@]1(O)C[C@@]([H])(CO)O[C@]([H])(O)[C@]1([H])O,OCC1CC(O)C(O)C(O)O1
DB02671,1-Methylimidazole,616-47-7,experimental,CN1C=C[NH+]=C1,Cn1cc[nH+]c1
DB02673,"(4aS,6R,8aS)-11-[8-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)octyl]-6-hydroxy-3-methoxy-5,6,9,10-tetrahydro-4aH-[1]benzofuro[3a,3,2-ef][2]benzazepin-11-ium",,experimental,COC1=CC=C2C=[N+](CCCCCCCCN3C(=O)C4=C(C=CC=C4)C3=O)CC[C@@]34C=C[C@H](O)C[C@@H]3OC1=C24,COc1ccc2c3c1OC1CC(O)C=CC31CC[N+](CCCCCCCCN1C(=O)c3ccccc3C1=O)=C2
DB02674,"4-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Butyricacid",,experimental,[H][C@]12CS[C@@]([H])(CCCC(O)=O)[C@@]1([H])NC(=O)N2,O=C(O)CCCC1SCC2NC(=O)NC21
